match_id,innings,team,player,runs,balls,fours,sixes,strike_rate,dismissal,not_out
IPL_2023_015,2,SRH,Rahul Tripathi,31,26,2,1,119.23,lbw b Chahal,0
IPL_2023_015,2,SRH,Aiden Markram,29,19,2,1,152.63,c Dhoni b Bumrah,0
IPL_2023_016,1,DC,David Warner,23,17,2,0,135.29,b Cummins,0
IPL_2023_016,1,DC,Prithvi Shaw,34,26,2,0,130.77,lbw b Chahal,0
IPL_2023_016,1,DC,Jake Fraser-McGurk,42,25,2,1,168.0,c & b Narine,0
IPL_2023_016,1,DC,Rishabh Pant,12,10,0,0,120.0,lbw b Chahal,0
IPL_2023_016,1,DC,Tristan Stubbs,14,11,1,0,127.27,b Cummins,0
IPL_2023_016,1,DC,Axar Patel,48,31,3,2,154.84,not out,1
IPL_2023_016,2,CSK,Ruturaj Gaikwad,15,9,1,0,166.67,c Dhoni b Bumrah,0
IPL_2023_016,2,CSK,Rachin Ravindra,63,38,5,3,165.79,c & b Narine,0
IPL_2023_016,2,CSK,Ajinkya Rahane,29,20,2,0,145.0,c & b Narine,0
IPL_2023_016,2,CSK,Daryl Mitchell,36,32,1,2,112.5,lbw b Chahal,0
IPL_2023_016,2,CSK,Shivam Dube,14,12,1,0,116.67,lbw b Chahal,0
IPL_2023_016,2,CSK,Ravindra Jadeja,13,9,1,0,144.44,b Cummins,0
IPL_2023_017,1,MI,Rohit Sharma,61,35,3,3,174.29,c Dhoni b Bumrah,0
IPL_2023_017,1,MI,Ishan Kishan,16,12,1,0,133.33,b Cummins,0
IPL_2023_017,1,MI,Suryakumar Yadav,22,19,2,0,115.79,c Dhoni b Bumrah,0
IPL_2023_017,1,MI,Tilak Varma,16,14,0,0,114.29,c Dhoni b Bumrah,0
IPL_2023_017,1,MI,Hardik Pandya,45,28,4,1,160.71,c Dhoni b Bumrah,0
IPL_2023_017,1,MI,Tim David,21,12,1,1,175.0,not out,1
IPL_2023_017,2,RCB,Faf du Plessis,40,24,3,1,166.67,lbw b Chahal,0
IPL_2023_017,2,RCB,Virat Kohli,42,32,2,2,131.25,lbw b Chahal,0
IPL_2023_017,2,RCB,Will Jacks,41,30,2,2,136.67,lbw b Chahal,0
IPL_2023_017,2,RCB,Rajat Patidar,11,9,1,0,122.22,c Dhoni b Bumrah,0
IPL_2023_017,2,RCB,Glenn Maxwell,34,22,2,2,154.55,b Cummins,0
IPL_2023_017,2,RCB,Cameron Green,3,3,0,0,100.0,not out,1
IPL_2023_018,1,LSG,KL Rahul,19,12,1,0,158.33,run out,0
IPL_2023_018,1,LSG,Quinton de Kock,24,17,1,1,141.18,run out,0
IPL_2023_018,1,LSG,Marcus Stoinis,32,21,1,1,152.38,b Cummins,0
IPL_2023_018,1,LSG,Nicholas Pooran,46,37,2,2,124.32,run out,0
IPL_2023_018,1,LSG,Ayush Badoni,15,9,2,0,166.67,c Dhoni b Bumrah,0
IPL_2023_018,1,LSG,Deepak Hooda,31,23,1,1,134.78,run out,0
IPL_2023_018,1,LSG,Krunal Pandya,1,1,0,0,100.0,not out,1
IPL_2023_018,2,GT,Shubman Gill,36,21,2,0,171.43,run out,0
IPL_2023_018,2,GT,Wriddhiman Saha,34,21,3,1,161.9,c & b Narine,0
IPL_2023_018,2,GT,Sai Sudharsan,60,37,3,2,162.16,lbw b Chahal,0
IPL_2023_018,2,GT,David Miller,41,27,4,1,151.85,c Dhoni b Bumrah,0
IPL_2023_019,1,RR,Yashasvi Jaiswal,56,35,5,1,160.0,b Cummins,0
IPL_2023_019,1,RR,Jos Buttler,16,13,0,1,123.08,run out,0
IPL_2023_019,1,RR,Sanju Samson,51,33,2,1,154.55,lbw b Chahal,0
IPL_2023_019,1,RR,Riyan Parag,13,8,1,0,162.5,b Cummins,0
IPL_2023_019,1,RR,Dhruv Jurel,21,12,1,1,175.0,lbw b Chahal,0
IPL_2023_019,1,RR,Shimron Hetmyer,27,19,2,1,142.11,c & b Narine,0
IPL_2023_019,2,KKR,Phil Salt,23,15,2,0,153.33,c Dhoni b Bumrah,0
IPL_2023_019,2,KKR,Sunil Narine,39,28,3,2,139.29,run out,0
IPL_2023_019,2,KKR,Venkatesh Iyer,22,17,2,0,129.41,lbw b Chahal,0
IPL_2023_019,2,KKR,Shreyas Iyer,41,29,3,1,141.38,lbw b Chahal,0
IPL_2023_019,2,KKR,Rinku Singh,34,22,3,1,154.55,b Cummins,0
IPL_2023_019,2,KKR,Andre Russell,16,9,1,0,177.78,c Dhoni b Bumrah,0
IPL_2023_020,1,GT,Shubman Gill,41,35,2,2,117.14,lbw b Chahal,0
IPL_2023_020,1,GT,Wriddhiman Saha,61,36,6,2,169.44,b Cummins,0
IPL_2023_020,1,GT,Sai Sudharsan,29,16,2,1,181.25,lbw b Chahal,0
IPL_2023_020,1,GT,David Miller,49,30,4,2,163.33,b Cummins,0
IPL_2023_020,1,GT,Azmatullah Omarzai,4,3,0,0,133.33,c & b Narine,0
IPL_2023_020,2,KKR,Phil Salt,50,38,2,3,131.58,c Dhoni b Bumrah,0
IPL_2023_020,2,KKR,Sunil Narine,47,33,5,1,142.42,b Cummins,0
IPL_2023_020,2,KKR,Venkatesh Iyer,59,33,4,3,178.79,c & b Narine,0
IPL_2023_020,2,KKR,Shreyas Iyer,9,8,0,0,112.5,c Dhoni b Bumrah,0
IPL_2023_020,2,KKR,Rinku Singh,11,8,1,0,137.5,run out,0
IPL_2023_021,1,KKR,Phil Salt,30,21,3,0,142.86,c & b Narine,0
IPL_2023_021,1,KKR,Sunil Narine,61,34,5,1,179.41,lbw b Chahal,0
IPL_2023_021,1,KKR,Venkatesh Iyer,36,31,3,1,116.13,b Cummins,0
IPL_2023_021,1,KKR,Shreyas Iyer,21,16,1,1,131.25,c & b Narine,0
IPL_2023_021,1,KKR,Rinku Singh,23,18,1,1,127.78,b Cummins,0
IPL_2023_021,2,PBKS,Shikhar Dhawan,39,30,2,1,130.0,b Cummins,0
IPL_2023_021,2,PBKS,Jonny Bairstow,23,15,2,0,153.33,b Cummins,0
IPL_2023_021,2,PBKS,Prabhsimran Singh,27,15,2,1,180.0,c Dhoni b Bumrah,0
IPL_2023_021,2,PBKS,Rilee Rossouw,48,33,3,1,145.45,run out,0
IPL_2023_021,2,PBKS,Sam Curran,17,10,0,1,170.0,lbw b Chahal,0
IPL_2023_021,2,PBKS,Jitesh Sharma,26,17,2,1,152.94,not out,1
IPL_2023_022,1,CSK,Ruturaj Gaikwad,30,23,3,1,130.43,lbw b Chahal,0
IPL_2023_022,1,CSK,Rachin Ravindra,15,9,0,0,166.67,run out,0
IPL_2023_022,1,CSK,Ajinkya Rahane,34,29,3,1,117.24,lbw b Chahal,0
IPL_2023_022,1,CSK,Daryl Mitchell,18,13,1,0,138.46,c Dhoni b Bumrah,0
IPL_2023_022,1,CSK,Shivam Dube,25,21,1,1,119.05,c Dhoni b Bumrah,0
IPL_2023_022,1,CSK,Ravindra Jadeja,42,25,3,2,168.0,c Dhoni b Bumrah,0
IPL_2023_022,2,MI,Rohit Sharma,37,28,2,1,132.14,lbw b Chahal,0
IPL_2023_022,2,MI,Ishan Kishan,10,9,1,0,111.11,lbw b Chahal,0
IPL_2023_022,2,MI,Suryakumar Yadav,28,24,2,1,116.67,c Dhoni b Bumrah,0
IPL_2023_022,2,MI,Tilak Varma,27,22,1,1,122.73,c & b Narine,0
IPL_2023_022,2,MI,Hardik Pandya,21,18,2,1,116.67,c Dhoni b Bumrah,0
IPL_2023_022,2,MI,Tim David,26,19,1,1,136.84,not out,1
IPL_2023_023,1,SRH,Travis Head,44,32,1,2,137.5,c Dhoni b Bumrah,0
IPL_2023_023,1,SRH,Abhishek Sharma,24,13,2,1,184.62,b Cummins,0
IPL_2023_023,1,SRH,Rahul Tripathi,21,17,1,0,123.53,c Dhoni b Bumrah,0
IPL_2023_023,1,SRH,Aiden Markram,18,11,2,0,163.64,c Dhoni b Bumrah,0
IPL_2023_023,1,SRH,Heinrich Klaasen,33,21,2,1,157.14,c & b Narine,0
IPL_2023_023,1,SRH,Nitish Kumar Reddy,37,22,3,2,168.18,b Cummins,0
IPL_2023_023,1,SRH,Abdul Samad,7,4,0,0,175.0,c Dhoni b Bumrah,0
IPL_2023_023,2,PBKS,Shikhar Dhawan,14,9,1,0,155.56,c & b Narine,0
IPL_2023_023,2,PBKS,Jonny Bairstow,40,31,2,2,129.03,lbw b Chahal,0
IPL_2023_023,2,PBKS,Prabhsimran Singh,58,33,2,3,175.76,lbw b Chahal,0
IPL_2023_023,2,PBKS,Rilee Rossouw,18,13,1,0,138.46,run out,0
IPL_2023_023,2,PBKS,Sam Curran,33,25,2,2,132.0,b Cummins,0
IPL_2023_023,2,PBKS,Jitesh Sharma,11,9,1,0,122.22,c Dhoni b Bumrah,0
IPL_2023_024,1,MI,Rohit Sharma,35,22,3,1,159.09,b Cummins,0
IPL_2023_024,1,MI,Ishan Kishan,64,38,4,3,168.42,lbw b Chahal,0
IPL_2023_024,1,MI,Suryakumar Yadav,59,33,3,2,178.79,c Dhoni b Bumrah,0
IPL_2023_024,1,MI,Tilak Varma,20,17,2,0,117.65,c & b Narine,0
IPL_2023_024,1,MI,Hardik Pandya,13,10,1,0,130.0,run out,0
IPL_2023_024,2,DC,David Warner,16,10,2,0,160.0,c & b Narine,0
IPL_2023_024,2,DC,Prithvi Shaw,25,14,1,0,178.57,c Dhoni b Bumrah,0
IPL_2023_024,2,DC,Jake Fraser-McGurk,55,33,2,3,166.67,lbw b Chahal,0
IPL_2023_024,2,DC,Rishabh Pant,44,34,4,2,129.41,c Dhoni b Bumrah,0
IPL_2023_024,2,DC,Tristan Stubbs,44,29,3,2,151.72,c & b Narine,0
IPL_2023_025,1,PBKS,Shikhar Dhawan,58,33,5,2,175.76,b Cummins,0
IPL_2023_025,1,PBKS,Jonny Bairstow,26,16,2,1,162.5,lbw b Chahal,0
IPL_2023_025,1,PBKS,Prabhsimran Singh,48,32,3,1,150.0,b Cummins,0
IPL_2023_025,1,PBKS,Rilee Rossouw,36,22,2,2,163.64,c Dhoni b Bumrah,0
IPL_2023_025,1,PBKS,Sam Curran,19,17,1,0,111.76,not out,1
IPL_2023_025,2,RCB,Faf du Plessis,9,8,0,0,112.5,c & b Narine,0
IPL_2023_025,2,RCB,Virat Kohli,38,24,4,1,158.33,b Cummins,0
IPL_2023_025,2,RCB,Will Jacks,22,16,1,1,137.5,lbw b Chahal,0
IPL_2023_025,2,RCB,Rajat Patidar,57,36,4,2,158.33,c & b Narine,0
IPL_2023_025,2,RCB,Glenn Maxwell,46,30,2,1,153.33,c Dhoni b Bumrah,0
IPL_2023_025,2,RCB,Cameron Green,9,6,0,0,150.0,b Cummins,0
IPL_2023_026,1,GT,Shubman Gill,14,8,1,0,175.0,lbw b Chahal,0
IPL_2023_026,1,GT,Wriddhiman Saha,40,29,4,1,137.93,b Cummins,0
IPL_2023_026,1,GT,Sai Sudharsan,27,24,1,1,112.5,c Dhoni b Bumrah,0
IPL_2023_026,1,GT,David Miller,13,10,1,0,130.0,c Dhoni b Bumrah,0
IPL_2023_026,1,GT,Azmatullah Omarzai,18,15,1,1,120.0,b Cummins,0
IPL_2023_026,1,GT,Rahul Tewatia,31,20,2,1,155.0,b Cummins,0
IPL_2023_026,1,GT,Rashid Khan,20,14,2,0,142.86,b Cummins,0
IPL_2023_026,2,CSK,Ruturaj Gaikwad,28,22,1,1,127.27,c Dhoni b Bumrah,0
IPL_2023_026,2,CSK,Rachin Ravindra,19,17,1,0,111.76,run out,0
IPL_2023_026,2,CSK,Ajinkya Rahane,11,10,0,0,110.0,b Cummins,0
IPL_2023_026,2,CSK,Daryl Mitchell,33,21,2,0,157.14,lbw b Chahal,0
IPL_2023_026,2,CSK,Shivam Dube,31,26,2,1,119.23,lbw b Chahal,0
IPL_2023_026,2,CSK,Ravindra Jadeja,35,24,1,1,145.83,not out,1
IPL_2023_027,1,KKR,Phil Salt,20,14,1,0,142.86,c Dhoni b Bumrah,0
IPL_2023_027,1,KKR,Sunil Narine,31,19,3,1,163.16,lbw b Chahal,0
IPL_2023_027,1,KKR,Venkatesh Iyer,14,9,1,0,155.56,lbw b Chahal,0
IPL_2023_027,1,KKR,Shreyas Iyer,53,36,2,2,147.22,c & b Narine,0
IPL_2023_027,1,KKR,Rinku Singh,11,9,0,0,122.22,c & b Narine,0
IPL_2023_027,1,KKR,Andre Russell,42,33,2,1,127.27,not out,1
IPL_2023_027,2,RR,Yashasvi Jaiswal,57,38,3,1,150.0,c & b Narine,0
IPL_2023_027,2,RR,Jos Buttler,54,37,2,2,145.95,lbw b Chahal,0
