match_id,innings,team,player,overs,balls_bowled,maidens,runs_conceded,wickets,economy,bowling_avg,bowling_sr
IPL_2023_018,2,LSG,Marcus Stoinis,4.0,24,0,34,3,8.5,11.33,8.0
IPL_2023_018,2,LSG,Deepak Hooda,4.0,24,0,19,0,4.75,,
IPL_2023_018,2,LSG,Krunal Pandya,4.0,24,0,21,1,5.25,21.0,24.0
IPL_2023_018,2,LSG,Ravi Bishnoi,4.0,24,0,15,3,3.75,5.0,8.0
IPL_2023_018,2,LSG,Mohsin Khan,4.0,24,0,82,1,20.5,82.0,24.0
IPL_2023_019,1,KKR,Sunil Narine,4.0,24,0,32,3,8.0,10.67,8.0
IPL_2023_019,1,KKR,Andre Russell,4.0,24,0,29,1,7.25,29.0,24.0
IPL_2023_019,1,KKR,Ramandeep Singh,4.0,24,0,25,2,6.25,12.5,12.0
IPL_2023_019,1,KKR,Mitchell Starc,4.0,24,0,23,3,5.75,7.67,8.0
IPL_2023_019,1,KKR,Harshit Rana,4.0,24,0,75,0,18.75,,
IPL_2023_019,2,RR,Rovman Powell,4.0,24,0,27,0,6.75,,
IPL_2023_019,2,RR,Ravichandran Ashwin,4.0,24,0,30,0,7.5,,
IPL_2023_019,2,RR,Trent Boult,4.0,24,0,17,0,4.25,,
IPL_2023_019,2,RR,Avesh Khan,4.0,24,1,17,1,4.25,17.0,24.0
IPL_2023_019,2,RR,Sandeep Sharma,4.0,24,0,84,1,21.0,84.0,24.0
IPL_2023_020,1,KKR,Sunil Narine,4.0,24,0,38,2,9.5,19.0,12.0
IPL_2023_020,1,KKR,Andre Russell,4.0,24,0,21,3,5.25,7.0,8.0
IPL_2023_020,1,KKR,Ramandeep Singh,4.0,24,0,18,2,4.5,9.0,12.0
IPL_2023_020,1,KKR,Mitchell Starc,4.0,24,1,17,1,4.25,17.0,24.0
IPL_2023_020,1,KKR,Harshit Rana,4.0,24,0,90,3,22.5,30.0,8.0
IPL_2023_020,2,GT,Azmatullah Omarzai,4.0,24,0,32,0,8.0,,
IPL_2023_020,2,GT,Rahul Tewatia,4.0,24,0,22,2,5.5,11.0,12.0
IPL_2023_020,2,GT,Rashid Khan,4.0,24,0,24,1,6.0,24.0,24.0
IPL_2023_020,2,GT,Mohit Sharma,4.0,24,0,20,0,5.0,,
IPL_2023_020,2,GT,Noor Ahmad,4.0,24,0,78,1,19.5,78.0,24.0
IPL_2023_021,1,PBKS,Sam Curran,4.0,24,0,44,2,11.0,22.0,12.0
IPL_2023_021,1,PBKS,Harpreet Brar,4.0,24,1,21,3,5.25,7.0,8.0
IPL_2023_021,1,PBKS,Harshal Patel,4.0,24,0,24,1,6.0,24.0,24.0
IPL_2023_021,1,PBKS,Kagiso Rabada,4.0,24,0,17,1,4.25,17.0,24.0
IPL_2023_021,1,PBKS,Arshdeep Singh,4.0,24,0,65,2,16.25,32.5,12.0
IPL_2023_021,2,KKR,Sunil Narine,4.0,24,0,25,2,6.25,12.5,12.0
IPL_2023_021,2,KKR,Andre Russell,4.0,24,0,26,2,6.5,13.0,12.0
IPL_2023_021,2,KKR,Ramandeep Singh,4.0,24,0,25,2,6.25,12.5,12.0
IPL_2023_021,2,KKR,Mitchell Starc,4.0,24,0,25,1,6.25,25.0,24.0
IPL_2023_021,2,KKR,Harshit Rana,4.0,24,0,79,0,19.75,,
IPL_2023_022,1,MI,Hardik Pandya,4.0,24,0,31,0,7.75,,
IPL_2023_022,1,MI,Romario Shepherd,4.0,24,0,32,1,8.0,32.0,24.0
IPL_2023_022,1,MI,Mohammad Nabi,4.0,24,0,14,3,3.5,4.67,8.0
IPL_2023_022,1,MI,Gerald Coetzee,4.0,24,1,12,2,3.0,6.0,12.0
IPL_2023_022,1,MI,Piyush Chawla,4.0,24,0,75,2,18.75,37.5,12.0
IPL_2023_022,2,CSK,Rachin Ravindra,4.0,24,0,29,2,7.25,14.5,12.0
IPL_2023_022,2,CSK,Daryl Mitchell,4.0,24,0,24,2,6.0,12.0,12.0
IPL_2023_022,2,CSK,Shivam Dube,4.0,24,0,18,2,4.5,9.0,12.0
IPL_2023_022,2,CSK,Ravindra Jadeja,4.0,24,0,11,2,2.75,5.5,12.0
IPL_2023_022,2,CSK,Mitchell Santner,4.0,24,0,67,2,16.75,33.5,12.0
IPL_2023_023,1,PBKS,Sam Curran,4.0,24,0,47,0,11.75,,
IPL_2023_023,1,PBKS,Harpreet Brar,4.0,24,0,23,0,5.75,,
IPL_2023_023,1,PBKS,Harshal Patel,4.0,24,0,28,2,7.0,14.0,12.0
IPL_2023_023,1,PBKS,Kagiso Rabada,4.0,24,1,12,2,3.0,6.0,12.0
IPL_2023_023,1,PBKS,Arshdeep Singh,4.0,24,0,74,2,18.5,37.0,12.0
IPL_2023_023,2,SRH,Abhishek Sharma,4.0,24,0,35,2,8.75,17.5,12.0
IPL_2023_023,2,SRH,Nitish Kumar Reddy,4.0,24,0,21,1,5.25,21.0,24.0
IPL_2023_023,2,SRH,Shahbaz Ahmed,4.0,24,1,22,0,5.5,,
IPL_2023_023,2,SRH,Pat Cummins,4.0,24,0,17,1,4.25,17.0,24.0
IPL_2023_023,2,SRH,Bhuvneshwar Kumar,4.0,24,0,79,1,19.75,79.0,24.0
IPL_2023_024,1,DC,Axar Patel,4.0,24,0,28,0,7.0,,
IPL_2023_024,1,DC,Kuldeep Yadav,4.0,24,0,23,2,5.75,11.5,12.0
IPL_2023_024,1,DC,Khaleel Ahmed,4.0,24,0,33,0,8.25,,
IPL_2023_024,1,DC,Mukesh Kumar,4.0,24,1,24,3,6.0,8.0,8.0
IPL_2023_024,1,DC,Ishant Sharma,4.0,24,0,83,3,20.75,27.67,8.0
IPL_2023_024,2,MI,Hardik Pandya,4.0,24,0,41,3,10.25,13.67,8.0
IPL_2023_024,2,MI,Romario Shepherd,4.0,24,0,31,2,7.75,15.5,12.0
IPL_2023_024,2,MI,Mohammad Nabi,4.0,24,0,26,2,6.5,13.0,12.0
IPL_2023_024,2,MI,Gerald Coetzee,4.0,24,0,20,3,5.0,6.67,8.0
IPL_2023_024,2,MI,Piyush Chawla,4.0,24,0,66,0,16.5,,
IPL_2023_025,1,RCB,Will Jacks,4.0,24,0,36,3,9.0,12.0,8.0
IPL_2023_025,1,RCB,Glenn Maxwell,4.0,24,0,34,3,8.5,11.33,8.0
IPL_2023_025,1,RCB,Cameron Green,4.0,24,0,20,1,5.0,20.0,24.0
IPL_2023_025,1,RCB,Karn Sharma,4.0,24,0,14,1,3.5,14.0,24.0
IPL_2023_025,1,RCB,Lockie Ferguson,4.0,24,0,83,2,20.75,41.5,12.0
IPL_2023_025,2,PBKS,Sam Curran,4.0,24,0,45,2,11.25,22.5,12.0
IPL_2023_025,2,PBKS,Harpreet Brar,4.0,24,0,29,2,7.25,14.5,12.0
IPL_2023_025,2,PBKS,Harshal Patel,4.0,24,0,27,2,6.75,13.5,12.0
IPL_2023_025,2,PBKS,Kagiso Rabada,4.0,24,0,14,2,3.5,7.0,12.0
IPL_2023_025,2,PBKS,Arshdeep Singh,4.0,24,0,66,0,16.5,,
IPL_2023_026,1,CSK,Rachin Ravindra,4.0,24,0,34,3,8.5,11.33,8.0
IPL_2023_026,1,CSK,Daryl Mitchell,4.0,24,0,33,2,8.25,16.5,12.0
IPL_2023_026,1,CSK,Shivam Dube,4.0,24,0,22,3,5.5,7.33,8.0
IPL_2023_026,1,CSK,Ravindra Jadeja,4.0,24,0,11,2,2.75,5.5,12.0
IPL_2023_026,1,CSK,Mitchell Santner,4.0,24,0,63,1,15.75,63.0,24.0
IPL_2023_026,2,GT,Azmatullah Omarzai,4.0,24,0,28,2,7.0,14.0,12.0
IPL_2023_026,2,GT,Rahul Tewatia,4.0,24,0,32,1,8.0,32.0,24.0
IPL_2023_026,2,GT,Rashid Khan,4.0,24,0,17,2,4.25,8.5,12.0
IPL_2023_026,2,GT,Mohit Sharma,4.0,24,0,18,0,4.5,,
IPL_2023_026,2,GT,Noor Ahmad,4.0,24,0,62,3,15.5,20.67,8.0
IPL_2023_027,1,RR,Rovman Powell,4.0,24,0,42,0,10.5,,
IPL_2023_027,1,RR,Ravichandran Ashwin,4.0,24,0,21,2,5.25,10.5,12.0
IPL_2023_027,1,RR,Trent Boult,4.0,24,0,15,3,3.75,5.0,8.0
IPL_2023_027,1,RR,Avesh Khan,4.0,24,0,18,2,4.5,9.0,12.0
IPL_2023_027,1,RR,Sandeep Sharma,4.0,24,0,75,1,18.75,75.0,24.0
IPL_2023_027,2,KKR,Sunil Narine,4.0,24,0,38,1,9.5,38.0,24.0
IPL_2023_027,2,KKR,Andre Russell,4.0,24,0,30,2,7.5,15.0,12.0
IPL_2023_027,2,KKR,Ramandeep Singh,4.0,24,0,17,1,4.25,17.0,24.0
IPL_2023_027,2,KKR,Mitchell Starc,4.0,24,0,14,1,3.5,14.0,24.0
IPL_2023_027,2,KKR,Harshit Rana,4.0,24,0,89,2,22.25,44.5,12.0
IPL_2023_028,1,SRH,Abhishek Sharma,4.0,24,0,29,0,7.25,,
IPL_2023_028,1,SRH,Nitish Kumar Reddy,4.0,24,0,31,0,7.75,,
IPL_2023_028,1,SRH,Shahbaz Ahmed,4.0,24,0,35,2,8.75,17.5,12.0
IPL_2023_028,1,SRH,Pat Cummins,4.0,24,0,14,3,3.5,4.67,8.0
IPL_2023_028,1,SRH,Bhuvneshwar Kumar,4.0,24,0,87,1,21.75,87.0,24.0
IPL_2023_028,2,DC,Axar Patel,4.0,24,0,37,2,9.25,18.5,12.0
IPL_2023_028,2,DC,Kuldeep Yadav,4.0,24,0,21,1,5.25,21.0,24.0
IPL_2023_028,2,DC,Khaleel Ahmed,4.0,24,0,26,0,6.5,,
IPL_2023_028,2,DC,Mukesh Kumar,4.0,24,0,23,1,5.75,23.0,24.0
IPL_2023_028,2,DC,Ishant Sharma,4.0,24,0,77,1,19.25,77.0,24.0
IPL_2023_029,1,MI,Hardik Pandya,4.0,24,0,31,1,7.75,31.0,24.0
IPL_2023_029,1,MI,Romario Shepherd,4.0,24,0,31,1,7.75,31.0,24.0
IPL_2023_029,1,MI,Mohammad Nabi,4.0,24,0,23,2,5.75,11.5,12.0
IPL_2023_029,1,MI,Gerald Coetzee,4.0,24,0,14,1,3.5,14.0,24.0
IPL_2023_029,1,MI,Piyush Chawla,4.0,24,0,75,1,18.75,75.0,24.0
IPL_2023_029,2,DC,Axar Patel,4.0,24,0,26,0,6.5,,
IPL_2023_029,2,DC,Kuldeep Yadav,4.0,24,0,32,0,8.0,,
IPL_2023_029,2,DC,Khaleel Ahmed,4.0,24,1,23,2,5.75,11.5,12.0
IPL_2023_029,2,DC,Mukesh Kumar,4.0,24,0,17,1,4.25,17.0,24.0
IPL_2023_029,2,DC,Ishant Sharma,4.0,24,0,78,2,19.5,39.0,12.0
IPL_2023_030,1,SRH,Abhishek Sharma,4.0,24,0,31,2,7.75,15.5,12.0
IPL_2023_030,1,SRH,Nitish Kumar Reddy,4.0,24,0,34,1,8.5,34.0,24.0
IPL_2023_030,1,SRH,Shahbaz Ahmed,4.0,24,0,24,2,6.0,12.0,12.0
IPL_2023_030,1,SRH,Pat Cummins,4.0,24,1,13,3,3.25,4.33,8.0
