match_id,season,date,team1,team2,venue,city,toss_winner,toss_decision,winner,result
IPL_2019_047,2019,2019-03-20,KKR,GT,Maharaja Yadavindra Singh Stadium,Mullanpur,KKR,bat,KKR,KKR won by 24 runs
IPL_2019_048,2019,2019-04-23,CSK,RCB,M. A. Chidambaram Stadium (Chepauk),Chennai,RCB,field,CSK,CSK won by 13 runs
IPL_2019_049,2019,2019-03-10,SRH,PBKS,Narendra Modi Stadium,Ahmedabad,PBKS,field,PBKS,PBKS won by 5 wickets
IPL_2019_050,2019,2019-04-05,LSG,SRH,Wankhede Stadium,Mumbai,SRH,field,LSG,LSG won by 3 runs
IPL_2019_051,2019,2019-03-25,DC,MI,M. Chinnaswamy Stadium,Bengaluru,DC,bat,MI,MI won by 4 wickets
IPL_2019_052,2019,2019-03-06,PBKS,MI,Maharaja Yadavindra Singh Stadium,Mullanpur,PBKS,bat,PBKS,PBKS won by 7 runs
IPL_2019_053,2019,2019-03-23,RCB,SRH,Wankhede Stadium,Mumbai,RCB,field,RCB,RCB won by 4 wickets
IPL_2019_054,2019,2019-03-02,PBKS,GT,M. Chinnaswamy Stadium,Bengaluru,GT,field,GT,GT won by 4 wickets
IPL_2019_055,2019,2019-03-17,DC,PBKS,Narendra Modi Stadium,Ahmedabad,DC,bat,PBKS,PBKS won by 5 wickets
IPL_2019_056,2019,2019-03-14,MI,LSG,Narendra Modi Stadium,Ahmedabad,MI,field,MI,MI won by 4 wickets
IPL_2019_057,2019,2019-05-09,MI,KKR,Eden Gardens,Kolkata,MI,bat,KKR,KKR won via Super Over
IPL_2019_058,2019,2019-03-01,PBKS,CSK,Rajiv Gandhi International Cricket Stadium,Hyderabad,CSK,field,CSK,CSK won by 6 wickets
IPL_2019_059,2019,2019-03-15,MI,PBKS,Narendra Modi Stadium,Ahmedabad,MI,field,MI,MI won by 4 wickets
IPL_2019_060,2019,2019-05-13,LSG,RR,Rajiv Gandhi International Cricket Stadium,Hyderabad,LSG,bat,RR,RR won by 4 wickets
IPL_2020_001,2020,2020-04-26,SRH,RR,BRSABV Ekana Cricket Stadium,Lucknow,RR,bat,RR,RR won by 2 runs
IPL_2020_002,2020,2020-04-03,RCB,SRH,M. Chinnaswamy Stadium,Bengaluru,RCB,bat,SRH,SRH won via Super Over
IPL_2020_003,2020,2020-03-16,CSK,DC,Narendra Modi Stadium,Ahmedabad,CSK,bat,DC,DC won by 5 wickets
IPL_2020_004,2020,2020-04-18,MI,DC,Narendra Modi Stadium,Ahmedabad,DC,bat,MI,MI won by 5 wickets
IPL_2020_005,2020,2020-04-27,GT,MI,Maharaja Yadavindra Singh Stadium,Mullanpur,MI,bat,MI,MI won by 32 runs
IPL_2020_006,2020,2020-05-27,RCB,CSK,Eden Gardens,Kolkata,CSK,bat,CSK,CSK won by 3 runs
IPL_2020_007,2020,2020-05-22,PBKS,DC,Wankhede Stadium,Mumbai,DC,bat,DC,DC won by 2 runs
IPL_2020_008,2020,2020-05-18,GT,SRH,M. A. Chidambaram Stadium (Chepauk),Chennai,GT,bat,SRH,SRH won by 4 wickets
IPL_2020_009,2020,2020-04-11,GT,RR,Rajiv Gandhi International Cricket Stadium,Hyderabad,GT,bat,GT,GT won by 22 runs
IPL_2020_010,2020,2020-05-25,KKR,RCB,Arun Jaitley Stadium,Delhi,RCB,bat,KKR,KKR won by 3 wickets
IPL_2020_011,2020,2020-05-25,GT,KKR,Wankhede Stadium,Mumbai,KKR,field,KKR,KKR won by 5 wickets
IPL_2020_012,2020,2020-04-17,RR,DC,Rajiv Gandhi International Cricket Stadium,Hyderabad,RR,bat,DC,DC won by 5 wickets
IPL_2020_013,2020,2020-03-03,MI,SRH,M. Chinnaswamy Stadium,Bengaluru,SRH,bat,SRH,SRH won by 16 runs
IPL_2020_014,2020,2020-03-05,KKR,PBKS,Rajiv Gandhi International Cricket Stadium,Hyderabad,PBKS,bat,KKR,KKR won by 7 wickets
IPL_2020_015,2020,2020-05-07,KKR,CSK,Arun Jaitley Stadium,Delhi,CSK,field,KKR,KKR won by 11 runs
IPL_2020_016,2020,2020-03-09,CSK,KKR,BRSABV Ekana Cricket Stadium,Lucknow,KKR,bat,CSK,CSK won by 5 wickets
IPL_2020_017,2020,2020-03-28,KKR,LSG,Eden Gardens,Kolkata,LSG,bat,LSG,LSG won by 5 runs
IPL_2020_018,2020,2020-03-19,RR,MI,BRSABV Ekana Cricket Stadium,Lucknow,RR,field,MI,MI won by 21 runs
IPL_2020_019,2020,2020-04-19,MI,RCB,Eden Gardens,Kolkata,MI,field,RCB,RCB won by 2 runs
IPL_2020_020,2020,2020-05-22,GT,LSG,Narendra Modi Stadium,Ahmedabad,GT,bat,GT,GT won by 14 runs
IPL_2020_021,2020,2020-04-28,KKR,RR,Arun Jaitley Stadium,Delhi,KKR,field,KKR,KKR won via Super Over
IPL_2020_022,2020,2020-03-11,RCB,DC,Maharaja Yadavindra Singh Stadium,Mullanpur,RCB,bat,RCB,RCB won by 14 runs
IPL_2020_023,2020,2020-05-28,RR,RCB,Rajiv Gandhi International Cricket Stadium,Hyderabad,RR,field,RR,RR won by 5 wickets
IPL_2020_024,2020,2020-05-15,KKR,SRH,M. Chinnaswamy Stadium,Bengaluru,KKR,bat,KKR,KKR won by 28 runs
IPL_2020_025,2020,2020-05-09,MI,RR,M. A. Chidambaram Stadium (Chepauk),Chennai,MI,bat,RR,RR won by 5 wickets
IPL_2020_026,2020,2020-05-21,KKR,LSG,Eden Gardens,Kolkata,KKR,field,KKR,KKR won by 5 wickets
IPL_2020_027,2020,2020-03-11,RCB,KKR,Eden Gardens,Kolkata,RCB,field,RCB,RCB won by 6 wickets
IPL_2020_028,2020,2020-03-03,DC,RR,Rajiv Gandhi International Cricket Stadium,Hyderabad,RR,bat,DC,DC won by 4 wickets
IPL_2020_029,2020,2020-03-26,LSG,GT,M. A. Chidambaram Stadium (Chepauk),Chennai,GT,field,GT,GT won by 5 wickets
IPL_2020_030,2020,2020-03-10,KKR,RR,Wankhede Stadium,Mumbai,RR,bat,RR,RR won by 6 runs
IPL_2020_031,2020,2020-05-14,DC,GT,Narendra Modi Stadium,Ahmedabad,DC,field,DC,DC won by 6 wickets
IPL_2020_032,2020,2020-04-05,CSK,PBKS,M. Chinnaswamy Stadium,Bengaluru,PBKS,field,PBKS,PBKS won by 5 wickets
IPL_2020_033,2020,2020-04-20,RCB,GT,BRSABV Ekana Cricket Stadium,Lucknow,GT,field,GT,GT won via Super Over
IPL_2020_034,2020,2020-05-19,RR,PBKS,Maharaja Yadavindra Singh Stadium,Mullanpur,PBKS,field,RR,RR won by 7 runs
IPL_2020_035,2020,2020-03-01,MI,RR,Arun Jaitley Stadium,Delhi,RR,bat,RR,RR won by 8 runs
IPL_2020_036,2020,2020-03-18,MI,GT,M. A. Chidambaram Stadium (Chepauk),Chennai,MI,bat,MI,MI won by 9 runs
IPL_2020_037,2020,2020-03-19,DC,CSK,BRSABV Ekana Cricket Stadium,Lucknow,DC,bat,DC,DC won by 12 runs
IPL_2020_038,2020,2020-05-28,SRH,DC,Sawai Mansingh Stadium,Jaipur,DC,bat,DC,DC won by 13 runs
IPL_2020_039,2020,2020-05-12,RCB,RR,M. Chinnaswamy Stadium,Bengaluru,RR,bat,RR,RR won by 7 runs
IPL_2020_040,2020,2020-04-27,CSK,PBKS,Rajiv Gandhi International Cricket Stadium,Hyderabad,CSK,field,CSK,CSK won by 5 wickets
IPL_2020_041,2020,2020-03-10,RCB,KKR,M. Chinnaswamy Stadium,Bengaluru,RCB,bat,RCB,RCB won by 4 runs
IPL_2020_042,2020,2020-03-06,SRH,DC,M. Chinnaswamy Stadium,Bengaluru,SRH,field,DC,DC won by 5 runs
IPL_2020_043,2020,2020-04-20,KKR,GT,Arun Jaitley Stadium,Delhi,KKR,bat,GT,GT won by 5 wickets
IPL_2020_044,2020,2020-05-22,PBKS,RCB,Eden Gardens,Kolkata,PBKS,field,RCB,RCB won by 1 runs
IPL_2020_045,2020,2020-03-25,LSG,DC,Arun Jaitley Stadium,Delhi,DC,field,LSG,LSG won by 3 runs
IPL_2020_046,2020,2020-03-07,PBKS,CSK,Arun Jaitley Stadium,Delhi,PBKS,field,PBKS,PBKS won by 5 wickets
IPL_2020_047,2020,2020-04-07,GT,PBKS,Rajiv Gandhi International Cricket Stadium,Hyderabad,PBKS,field,GT,GT won by 12 runs
IPL_2020_048,2020,2020-05-09,RR,CSK,Eden Gardens,Kolkata,CSK,field,RR,RR won by 1 runs
IPL_2020_049,2020,2020-03-15,LSG,RR,Sawai Mansingh Stadium,Jaipur,RR,field,LSG,LSG won by 2 runs
IPL_2020_050,2020,2020-04-08,LSG,GT,Narendra Modi Stadium,Ahmedabad,GT,bat,LSG,LSG won by 6 wickets
IPL_2020_051,2020,2020-05-04,CSK,DC,BRSABV Ekana Cricket Stadium,Lucknow,DC,bat,CSK,CSK won by 5 wickets
IPL_2020_052,2020,2020-04-20,LSG,RR,Narendra Modi Stadium,Ahmedabad,RR,field,RR,RR won by 6 wickets
IPL_2020_053,2020,2020-04-25,PBKS,DC,Wankhede Stadium,Mumbai,DC,bat,PBKS,PBKS won by 6 wickets
IPL_2020_054,2020,2020-04-12,GT,RR,M. Chinnaswamy Stadium,Bengaluru,RR,field,RR,RR won by 7 wickets
IPL_2020_055,2020,2020-04-16,MI,LSG,Maharaja Yadavindra Singh Stadium,Mullanpur,LSG,field,MI,MI won by 16 runs
IPL_2020_056,2020,2020-03-02,RCB,GT,Maharaja Yadavindra Singh Stadium,Mullanpur,GT,bat,GT,GT won by 22 runs
IPL_2020_057,2020,2020-03-24,SRH,LSG,M. Chinnaswamy Stadium,Bengaluru,SRH,bat,LSG,LSG won by 5 wickets
IPL_2020_058,2020,2020-04-25,PBKS,RCB,M. Chinnaswamy Stadium,Bengaluru,PBKS,bat,RCB,RCB won by 5 wickets
IPL_2020_059,2020,2020-05-24,LSG,CSK,Narendra Modi Stadium,Ahmedabad,CSK,bat,CSK,CSK won by 6 runs
IPL_2020_060,2020,2020-05-12,MI,LSG,Sawai Mansingh Stadium,Jaipur,MI,bat,LSG,LSG won by 5 wickets
IPL_2021_001,2021,2021-04-08,DC,CSK,Wankhede Stadium,Mumbai,DC,field,CSK,CSK won by 33 runs
IPL_2021_002,2021,2021-04-09,RR,CSK,M. Chinnaswamy Stadium,Bengaluru,CSK,bat,CSK,CSK won by 4 runs
IPL_2021_003,2021,2021-05-17,PBKS,GT,Maharaja Yadavindra Singh Stadium,Mullanpur,GT,bat,GT,GT won by 24 runs
IPL_2021_004,2021,2021-03-16,PBKS,LSG,Eden Gardens,Kolkata,PBKS,field,LSG,LSG won by 6 runs
IPL_2021_005,2021,2021-03-11,RR,LSG,M. A. Chidambaram Stadium (Chepauk),Chennai,LSG,bat,RR,RR won by 6 wickets
IPL_2021_006,2021,2021-03-15,LSG,CSK,Wankhede Stadium,Mumbai,LSG,bat,CSK,CSK won by 4 wickets
IPL_2021_007,2021,2021-04-19,RR,LSG,Narendra Modi Stadium,Ahmedabad,RR,bat,LSG,LSG won by 5 wickets
IPL_2021_008,2021,2021-05-17,DC,RCB,Maharaja Yadavindra Singh Stadium,Mullanpur,RCB,field,DC,DC won by 2 runs
IPL_2021_009,2021,2021-03-10,RCB,PBKS,Arun Jaitley Stadium,Delhi,RCB,field,RCB,RCB won by 6 wickets
IPL_2021_010,2021,2021-05-20,DC,RR,M. Chinnaswamy Stadium,Bengaluru,RR,field,RR,RR won by 4 wickets
IPL_2021_011,2021,2021-04-04,SRH,CSK,Sawai Mansingh Stadium,Jaipur,SRH,bat,CSK,CSK won by 5 wickets
IPL_2021_012,2021,2021-03-03,KKR,DC,Eden Gardens,Kolkata,DC,bat,DC,DC won by 12 runs
IPL_2021_013,2021,2021-04-02,RCB,LSG,Arun Jaitley Stadium,Delhi,RCB,field,RCB,RCB won by 4 wickets
IPL_2021_014,2021,2021-04-07,GT,RCB,BRSABV Ekana Cricket Stadium,Lucknow,GT,bat,GT,GT won by 6 runs
IPL_2021_015,2021,2021-05-02,LSG,CSK,Wankhede Stadium,Mumbai,LSG,field,LSG,LSG won by 6 wickets
IPL_2021_016,2021,2021-04-08,SRH,RR,Wankhede Stadium,Mumbai,RR,field,RR,RR won by 5 wickets
IPL_2021_017,2021,2021-05-02,DC,CSK,Narendra Modi Stadium,Ahmedabad,CSK,bat,DC,DC won by 4 wickets
IPL_2021_018,2021,2021-04-12,GT,LSG,Arun Jaitley Stadium,Delhi,GT,bat,LSG,LSG won by 6 wickets
IPL_2021_019,2021,2021-03-24,LSG,PBKS,Arun Jaitley Stadium,Delhi,LSG,bat,LSG,LSG won by 17 runs
IPL_2021_020,2021,2021-04-14,RR,PBKS,Arun Jaitley Stadium,Delhi,PBKS,field,PBKS,PBKS won by 4 wickets
IPL_2021_021,2021,2021-04-11,PBKS,DC,Sawai Mansingh Stadium,Jaipur,PBKS,bat,PBKS,PBKS won by 39 runs
IPL_2021_022,2021,2021-05-16,LSG,SRH,Rajiv Gandhi International Cricket Stadium,Hyderabad,SRH,bat,LSG,LSG won by 6 wickets
IPL_2021_023,2021,2021-03-07,LSG,MI,Wankhede Stadium,Mumbai,LSG,field,LSG,LSG won by 5 wickets
IPL_2021_024,2021,2021-03-03,LSG,DC,Narendra Modi Stadium,Ahmedabad,DC,bat,LSG,LSG won by 4 wickets
IPL_2021_025,2021,2021-05-26,KKR,RR,Arun Jaitley Stadium,Delhi,KKR,bat,RR,RR won by 4 wickets
IPL_2021_026,2021,2021-03-23,SRH,LSG,Maharaja Yadavindra Singh Stadium,Mullanpur,LSG,field,LSG,LSG won by 6 wickets
IPL_2021_027,2021,2021-03-08,PBKS,SRH,Maharaja Yadavindra Singh Stadium,Mullanpur,PBKS,field,PBKS,PBKS won via Super Over
IPL_2021_028,2021,2021-05-02,CSK,RCB,M. A. Chidambaram Stadium (Chepauk),Chennai,CSK,bat,RCB,RCB won by 4 wickets
IPL_2021_029,2021,2021-04-14,CSK,SRH,Rajiv Gandhi International Cricket Stadium,Hyderabad,CSK,field,SRH,SRH won by 27 runs
IPL_2021_030,2021,2021-04-11,RCB,KKR,BRSABV Ekana Cricket Stadium,Lucknow,RCB,bat,RCB,RCB won by 20 runs
IPL_2021_031,2021,2021-03-01,PBKS,RR,BRSABV Ekana Cricket Stadium,Lucknow,PBKS,field,RR,RR won by 8 runs
IPL_2021_032,2021,2021-04-19,RCB,RR,Wankhede Stadium,Mumbai,RR,bat,RCB,RCB won by 6 wickets
IPL_2021_033,2021,2021-03-16,RR,PBKS,Rajiv Gandhi International Cricket Stadium,Hyderabad,PBKS,bat,RR,RR won by 6 wickets
IPL_2021_034,2021,2021-04-18,DC,SRH,Rajiv Gandhi International Cricket Stadium,Hyderabad,DC,field,DC,DC won by 4 wickets
IPL_2021_035,2021,2021-04-23,KKR,GT,M. A. Chidambaram Stadium (Chepauk),Chennai,KKR,field,GT,GT won by 9 runs
IPL_2021_036,2021,2021-05-11,LSG,RCB,Sawai Mansingh Stadium,Jaipur,LSG,field,LSG,LSG won by 5 wickets
IPL_2021_037,2021,2021-05-23,GT,DC,Narendra Modi Stadium,Ahmedabad,GT,bat,GT,GT won by 22 runs
IPL_2021_038,2021,2021-03-22,PBKS,GT,M. A. Chidambaram Stadium (Chepauk),Chennai,GT,bat,GT,GT won by 10 runs
IPL_2021_039,2021,2021-04-11,LSG,GT,Narendra Modi Stadium,Ahmedabad,GT,bat,GT,GT won by 21 runs
IPL_2021_040,2021,2021-04-27,SRH,RCB,Rajiv Gandhi International Cricket Stadium,Hyderabad,SRH,bat,RCB,RCB won by 5 wickets
IPL_2021_041,2021,2021-03-25,RR,SRH,BRSABV Ekana Cricket Stadium,Lucknow,SRH,bat,RR,RR won by 5 wickets
IPL_2021_042,2021,2021-05-21,SRH,DC,Rajiv Gandhi International Cricket Stadium,Hyderabad,DC,bat,SRH,SRH won by 3 wickets
IPL_2021_043,2021,2021-04-10,CSK,PBKS,Eden Gardens,Kolkata,PBKS,bat,PBKS,PBKS won by 15 runs
IPL_2021_044,2021,2021-03-14,CSK,RR,BRSABV Ekana Cricket Stadium,Lucknow,CSK,bat,RR,RR won by 6 wickets
IPL_2021_045,2021,2021-03-21,SRH,CSK,Rajiv Gandhi International Cricket Stadium,Hyderabad,CSK,bat,CSK,CSK won by 11 runs
IPL_2021_046,2021,2021-05-01,RR,CSK,Sawai Mansingh Stadium,Jaipur,CSK,bat,CSK,CSK won by 35 runs
IPL_2021_047,2021,2021-05-09,LSG,MI,Narendra Modi Stadium,Ahmedabad,LSG,field,LSG,LSG won by 5 wickets
IPL_2021_048,2021,2021-04-13,RCB,DC,Sawai Mansingh Stadium,Jaipur,RCB,bat,DC,DC won by 5 wickets
IPL_2021_049,2021,2021-05-22,CSK,RCB,M. A. Chidambaram Stadium (Chepauk),Chennai,CSK,field,RCB,RCB won by 26 runs
IPL_2021_050,2021,2021-05-23,MI,KKR,Narendra Modi Stadium,Ahmedabad,MI,field,KKR,KKR won by 18 runs
IPL_2021_051,2021,2021-05-04,RCB,PBKS,BRSABV Ekana Cricket Stadium,Lucknow,PBKS,field,RCB,RCB won by 26 runs
IPL_2021_052,2021,2021-04-16,KKR,GT,Maharaja Yadavindra Singh Stadium,Mullanpur,KKR,field,GT,GT won by 16 runs
IPL_2021_053,2021,2021-03-12,GT,DC,M. Chinnaswamy Stadium,Bengaluru,GT,field,DC,DC won by 14 runs
IPL_2021_054,2021,2021-03-12,MI,GT,Arun Jaitley Stadium,Delhi,GT,bat,GT,GT won by 1 runs
IPL_2021_055,2021,2021-05-18,LSG,KKR,Sawai Mansingh Stadium,Jaipur,LSG,field,KKR,KKR won by 23 runs
IPL_2021_056,2021,2021-03-09,SRH,GT,M. A. Chidambaram Stadium (Chepauk),Chennai,SRH,field,GT,GT won by 27 runs
IPL_2021_057,2021,2021-05-27,PBKS,RCB,M. Chinnaswamy Stadium,Bengaluru,RCB,field,PBKS,PBKS won by 4 runs
IPL_2021_058,2021,2021-05-08,GT,RCB,Wankhede Stadium,Mumbai,RCB,bat,GT,GT won by 3 wickets
IPL_2021_059,2021,2021-04-03,MI,DC,Arun Jaitley Stadium,Delhi,DC,bat,DC,DC won by 3 runs
IPL_2021_060,2021,2021-04-04,MI,DC,Maharaja Yadavindra Singh Stadium,Mullanpur,DC,field,MI,MI won by 20 runs
IPL_2022_001,2022,2022-05-22,KKR,PBKS,BRSABV Ekana Cricket Stadium,Lucknow,KKR,bat,PBKS,PBKS won by 5 wickets
IPL_2022_002,2022,2022-04-14,MI,DC,Eden Gardens,Kolkata,DC,bat,MI,MI won by 5 wickets
IPL_2022_003,2022,2022-04-15,SRH,PBKS,Narendra Modi Stadium,Ahmedabad,SRH,field,SRH,SRH won by 5 wickets
IPL_2022_004,2022,2022-04-05,GT,KKR,Maharaja Yadavindra Singh Stadium,Mullanpur,KKR,bat,KKR,KKR won by 8 runs
IPL_2022_005,2022,2022-03-21,RCB,CSK,Rajiv Gandhi International Cricket Stadium,Hyderabad,RCB,field,RCB,RCB won by 6 wickets
IPL_2022_006,2022,2022-05-03,SRH,DC,Wankhede Stadium,Mumbai,DC,bat,DC,DC won by 8 runs
IPL_2022_007,2022,2022-05-25,DC,GT,Rajiv Gandhi International Cricket Stadium,Hyderabad,GT,field,GT,GT won by 5 wickets
IPL_2022_008,2022,2022-05-14,MI,RCB,BRSABV Ekana Cricket Stadium,Lucknow,RCB,field,RCB,RCB won by 4 wickets
IPL_2022_009,2022,2022-04-20,GT,MI,Narendra Modi Stadium,Ahmedabad,MI,field,MI,MI won by 5 wickets
IPL_2022_010,2022,2022-03-24,RCB,LSG,BRSABV Ekana Cricket Stadium,Lucknow,LSG,field,LSG,LSG won by 5 wickets
IPL_2022_011,2022,2022-04-11,MI,GT,Arun Jaitley Stadium,Delhi,GT,bat,GT,GT won by 4 runs
IPL_2022_012,2022,2022-04-20,PBKS,GT,Arun Jaitley Stadium,Delhi,PBKS,bat,GT,GT won by 6 wickets
IPL_2022_013,2022,2022-05-28,RCB,PBKS,Eden Gardens,Kolkata,PBKS,bat,PBKS,PBKS won by 1 runs
IPL_2022_014,2022,2022-05-27,RCB,CSK,M. Chinnaswamy Stadium,Bengaluru,CSK,field,CSK,CSK won by 4 wickets
IPL_2022_015,2022,2022-05-18,RCB,PBKS,Eden Gardens,Kolkata,RCB,field,RCB,RCB won by 6 wickets
IPL_2022_016,2022,2022-05-12,RCB,RR,Eden Gardens,Kolkata,RCB,bat,RCB,RCB won by 19 runs
IPL_2022_017,2022,2022-04-11,GT,SRH,Narendra Modi Stadium,Ahmedabad,SRH,field,GT,GT won by 37 runs
IPL_2022_018,2022,2022-05-07,RR,CSK,Maharaja Yadavindra Singh Stadium,Mullanpur,RR,field,CSK,CSK won by 4 runs
IPL_2022_019,2022,2022-03-28,KKR,MI,Eden Gardens,Kolkata,MI,bat,MI,MI won by 22 runs
IPL_2022_020,2022,2022-03-02,DC,LSG,Rajiv Gandhi International Cricket Stadium,Hyderabad,LSG,field,LSG,LSG won by 5 wickets
IPL_2022_021,2022,2022-04-15,RCB,KKR,Arun Jaitley Stadium,Delhi,KKR,field,KKR,KKR won by 5 wickets
IPL_2022_022,2022,2022-03-15,KKR,LSG,Wankhede Stadium,Mumbai,KKR,bat,KKR,KKR won by 14 runs
IPL_2022_023,2022,2022-05-11,CSK,DC,Eden Gardens,Kolkata,DC,field,CSK,CSK won by 7 runs
