match_id,innings,team,player,runs,balls,fours,sixes,strike_rate,dismissal,not_out,boundary_runs,boundary_percentage,is_fifty,is_hundred
IPL_2019_007,1,RR,Shimron Hetmyer,38,21,2,2,180.95,not out,1,20,52.63,0,0
IPL_2019_007,2,CSK,Ruturaj Gaikwad,53,29,4,1,182.76,c Dhoni b Bumrah,0,22,41.51,1,0
IPL_2019_007,2,CSK,Rachin Ravindra,40,31,2,2,129.03,c & b Narine,0,20,50.0,0,0
IPL_2019_007,2,CSK,Ajinkya Rahane,16,10,0,0,160.0,lbw b Chahal,0,0,0.0,0,0
IPL_2019_007,2,CSK,Daryl Mitchell,28,16,2,1,175.0,run out,0,14,50.0,0,0
IPL_2019_007,2,CSK,Shivam Dube,42,24,3,2,175.0,lbw b Chahal,0,24,57.14,0,0
IPL_2019_007,2,CSK,Ravindra Jadeja,11,10,0,0,110.0,not out,1,0,0.0,0,0
IPL_2019_008,1,DC,David Warner,27,23,2,1,117.39,run out,0,14,51.85,0,0
IPL_2019_008,1,DC,Prithvi Shaw,38,32,2,2,118.75,lbw b Chahal,0,20,52.63,0,0
IPL_2019_008,1,DC,Jake Fraser-McGurk,40,27,4,1,148.15,lbw b Chahal,0,22,55.0,0,0
IPL_2019_008,1,DC,Rishabh Pant,22,14,1,1,157.14,run out,0,10,45.45,0,0
IPL_2019_008,1,DC,Tristan Stubbs,27,24,2,0,112.5,not out,1,8,29.63,0,0
IPL_2019_008,2,LSG,KL Rahul,24,19,1,1,126.32,c Dhoni b Bumrah,0,10,41.67,0,0
IPL_2019_008,2,LSG,Quinton de Kock,43,28,2,1,153.57,c & b Narine,0,14,32.56,0,0
IPL_2019_008,2,LSG,Marcus Stoinis,20,12,1,0,166.67,c Dhoni b Bumrah,0,4,20.0,0,0
IPL_2019_008,2,LSG,Nicholas Pooran,19,14,1,0,135.71,c Dhoni b Bumrah,0,4,21.05,0,0
IPL_2019_008,2,LSG,Ayush Badoni,9,8,0,0,112.5,run out,0,0,0.0,0,0
IPL_2019_008,2,LSG,Deepak Hooda,39,26,3,1,150.0,lbw b Chahal,0,18,46.15,0,0
IPL_2019_008,2,LSG,Krunal Pandya,16,13,1,0,123.08,not out,1,4,25.0,0,0
IPL_2019_009,1,DC,David Warner,31,24,1,1,129.17,run out,0,10,32.26,0,0
IPL_2019_009,1,DC,Prithvi Shaw,16,11,1,0,145.45,b Cummins,0,4,25.0,0,0
IPL_2019_009,1,DC,Jake Fraser-McGurk,39,27,2,1,144.44,c & b Narine,0,14,35.9,0,0
IPL_2019_009,1,DC,Rishabh Pant,18,13,1,0,138.46,run out,0,4,22.22,0,0
IPL_2019_009,1,DC,Tristan Stubbs,16,9,1,0,177.78,lbw b Chahal,0,4,25.0,0,0
IPL_2019_009,1,DC,Axar Patel,50,36,4,2,138.89,not out,1,28,56.0,1,0
IPL_2019_009,2,MI,Rohit Sharma,20,15,1,0,133.33,c Dhoni b Bumrah,0,4,20.0,0,0
IPL_2019_009,2,MI,Ishan Kishan,62,34,2,4,182.35,lbw b Chahal,0,32,51.61,1,0
IPL_2019_009,2,MI,Suryakumar Yadav,38,25,4,1,152.0,c Dhoni b Bumrah,0,22,57.89,0,0
IPL_2019_009,2,MI,Tilak Varma,40,29,1,1,137.93,b Cummins,0,10,25.0,0,0
IPL_2019_009,2,MI,Hardik Pandya,31,17,2,1,182.35,c Dhoni b Bumrah,0,14,45.16,0,0
IPL_2019_010,1,GT,Shubman Gill,14,8,1,0,175.0,c & b Narine,0,4,28.57,0,0
IPL_2019_010,1,GT,Wriddhiman Saha,35,19,2,1,184.21,b Cummins,0,14,40.0,0,0
IPL_2019_010,1,GT,Sai Sudharsan,44,37,2,1,118.92,c & b Narine,0,14,31.82,0,0
IPL_2019_010,1,GT,David Miller,41,23,1,2,178.26,lbw b Chahal,0,16,39.02,0,0
IPL_2019_010,1,GT,Azmatullah Omarzai,29,23,3,1,126.09,lbw b Chahal,0,18,62.07,0,0
IPL_2019_010,1,GT,Rahul Tewatia,14,10,0,0,140.0,not out,1,0,0.0,0,0
IPL_2019_010,2,CSK,Ruturaj Gaikwad,48,38,2,2,126.32,run out,0,20,41.67,0,0
IPL_2019_010,2,CSK,Rachin Ravindra,13,9,0,0,144.44,c & b Narine,0,0,0.0,0,0
IPL_2019_010,2,CSK,Ajinkya Rahane,25,19,2,0,131.58,c & b Narine,0,8,32.0,0,0
IPL_2019_010,2,CSK,Daryl Mitchell,12,11,1,0,109.09,lbw b Chahal,0,4,33.33,0,0
IPL_2019_010,2,CSK,Shivam Dube,31,25,2,1,124.0,c Dhoni b Bumrah,0,14,45.16,0,0
IPL_2019_010,2,CSK,Ravindra Jadeja,29,18,1,1,161.11,run out,0,10,34.48,0,0
IPL_2019_011,1,DC,David Warner,41,32,3,2,128.12,lbw b Chahal,0,24,58.54,0,0
IPL_2019_011,1,DC,Prithvi Shaw,49,28,5,1,175.0,c & b Narine,0,26,53.06,0,0
IPL_2019_011,1,DC,Jake Fraser-McGurk,27,19,3,0,142.11,c & b Narine,0,12,44.44,0,0
IPL_2019_011,1,DC,Rishabh Pant,38,23,1,1,165.22,c Dhoni b Bumrah,0,10,26.32,0,0
IPL_2019_011,1,DC,Tristan Stubbs,26,18,2,1,144.44,lbw b Chahal,0,14,53.85,0,0
IPL_2019_011,2,GT,Shubman Gill,39,27,3,2,144.44,lbw b Chahal,0,24,61.54,0,0
IPL_2019_011,2,GT,Wriddhiman Saha,25,19,2,0,131.58,run out,0,8,32.0,0,0
IPL_2019_011,2,GT,Sai Sudharsan,48,28,3,2,171.43,lbw b Chahal,0,24,50.0,0,0
IPL_2019_011,2,GT,David Miller,17,12,2,0,141.67,c & b Narine,0,8,47.06,0,0
IPL_2019_011,2,GT,Azmatullah Omarzai,38,23,1,2,165.22,c Dhoni b Bumrah,0,16,42.11,0,0
IPL_2019_011,2,GT,Rahul Tewatia,19,11,0,0,172.73,c & b Narine,0,0,0.0,0,0
IPL_2019_012,1,GT,Shubman Gill,39,29,3,1,134.48,run out,0,18,46.15,0,0
IPL_2019_012,1,GT,Wriddhiman Saha,66,38,7,1,173.68,lbw b Chahal,0,34,51.52,1,0
IPL_2019_012,1,GT,Sai Sudharsan,40,33,3,1,121.21,run out,0,18,45.0,0,0
IPL_2019_012,1,GT,David Miller,25,20,1,1,125.0,run out,0,10,40.0,0,0
IPL_2019_012,2,RCB,Faf du Plessis,20,15,1,1,133.33,run out,0,10,50.0,0,0
IPL_2019_012,2,RCB,Virat Kohli,48,27,4,1,177.78,b Cummins,0,22,45.83,0,0
IPL_2019_012,2,RCB,Will Jacks,17,15,1,0,113.33,run out,0,4,23.53,0,0
IPL_2019_012,2,RCB,Rajat Patidar,36,20,1,1,180.0,lbw b Chahal,0,10,27.78,0,0
IPL_2019_012,2,RCB,Glenn Maxwell,34,28,1,2,121.43,run out,0,16,47.06,0,0
IPL_2019_012,2,RCB,Cameron Green,18,15,1,0,120.0,not out,1,4,22.22,0,0
IPL_2019_013,1,RCB,Faf du Plessis,59,33,3,3,178.79,b Cummins,0,30,50.85,1,0
IPL_2019_013,1,RCB,Virat Kohli,19,12,1,0,158.33,run out,0,4,21.05,0,0
IPL_2019_013,1,RCB,Will Jacks,52,32,4,2,162.5,c & b Narine,0,28,53.85,1,0
IPL_2019_013,1,RCB,Rajat Patidar,26,15,2,1,173.33,c & b Narine,0,14,53.85,0,0
IPL_2019_013,1,RCB,Glenn Maxwell,46,26,2,3,176.92,c & b Narine,0,26,56.52,0,0
IPL_2019_013,1,RCB,Cameron Green,2,2,0,0,100.0,not out,1,0,0.0,0,0
IPL_2019_013,2,MI,Rohit Sharma,40,32,3,2,125.0,c & b Narine,0,24,60.0,0,0
IPL_2019_013,2,MI,Ishan Kishan,28,25,1,1,112.0,b Cummins,0,10,35.71,0,0
IPL_2019_013,2,MI,Suryakumar Yadav,40,29,3,2,137.93,c Dhoni b Bumrah,0,24,60.0,0,0
IPL_2019_013,2,MI,Tilak Varma,44,25,4,2,176.0,run out,0,28,63.64,0,0
IPL_2019_013,2,MI,Hardik Pandya,13,9,1,0,144.44,c & b Narine,0,4,30.77,0,0
IPL_2019_014,1,LSG,KL Rahul,20,14,1,0,142.86,c Dhoni b Bumrah,0,4,20.0,0,0
IPL_2019_014,1,LSG,Quinton de Kock,49,36,5,1,136.11,b Cummins,0,26,53.06,0,0
IPL_2019_014,1,LSG,Marcus Stoinis,44,28,4,1,157.14,lbw b Chahal,0,22,50.0,0,0
IPL_2019_014,1,LSG,Nicholas Pooran,26,21,3,0,123.81,b Cummins,0,12,46.15,0,0
IPL_2019_014,1,LSG,Ayush Badoni,38,21,2,2,180.95,lbw b Chahal,0,20,52.63,0,0
IPL_2019_014,2,GT,Shubman Gill,35,22,2,2,159.09,c Dhoni b Bumrah,0,20,57.14,0,0
IPL_2019_014,2,GT,Wriddhiman Saha,46,36,4,2,127.78,run out,0,28,60.87,0,0
IPL_2019_014,2,GT,Sai Sudharsan,28,21,2,1,133.33,run out,0,14,50.0,0,0
IPL_2019_014,2,GT,David Miller,30,24,2,1,125.0,c & b Narine,0,14,46.67,0,0
IPL_2019_014,2,GT,Azmatullah Omarzai,21,17,0,1,123.53,b Cummins,0,6,28.57,0,0
IPL_2019_015,1,SRH,Travis Head,14,10,1,0,140.0,c & b Narine,0,4,28.57,0,0
IPL_2019_015,1,SRH,Abhishek Sharma,35,28,1,2,125.0,lbw b Chahal,0,16,45.71,0,0
IPL_2019_015,1,SRH,Rahul Tripathi,46,38,3,1,121.05,c Dhoni b Bumrah,0,18,39.13,0,0
IPL_2019_015,1,SRH,Aiden Markram,12,8,1,0,150.0,lbw b Chahal,0,4,33.33,0,0
IPL_2019_015,1,SRH,Heinrich Klaasen,14,10,1,0,140.0,c & b Narine,0,4,28.57,0,0
IPL_2019_015,1,SRH,Nitish Kumar Reddy,41,26,2,2,157.69,run out,0,20,48.78,0,0
IPL_2019_015,2,LSG,KL Rahul,65,36,6,2,180.56,b Cummins,0,36,55.38,1,0
IPL_2019_015,2,LSG,Quinton de Kock,14,10,0,0,140.0,c Dhoni b Bumrah,0,0,0.0,0,0
IPL_2019_015,2,LSG,Marcus Stoinis,43,37,3,2,116.22,c Dhoni b Bumrah,0,24,55.81,0,0
IPL_2019_015,2,LSG,Nicholas Pooran,25,19,1,0,131.58,c Dhoni b Bumrah,0,4,16.0,0,0
IPL_2019_015,2,LSG,Ayush Badoni,28,18,1,1,155.56,lbw b Chahal,0,10,35.71,0,0
IPL_2019_016,1,RCB,Faf du Plessis,55,36,5,2,152.78,lbw b Chahal,0,32,58.18,1,0
IPL_2019_016,1,RCB,Virat Kohli,55,38,3,3,144.74,run out,0,30,54.55,1,0
IPL_2019_016,1,RCB,Will Jacks,27,19,1,1,142.11,run out,0,10,37.04,0,0
IPL_2019_016,1,RCB,Rajat Patidar,47,27,4,1,174.07,b Cummins,0,22,46.81,0,0
IPL_2019_016,2,CSK,Ruturaj Gaikwad,65,37,5,3,175.68,run out,0,38,58.46,1,0
IPL_2019_016,2,CSK,Rachin Ravindra,23,14,2,1,164.29,lbw b Chahal,0,14,60.87,0,0
IPL_2019_016,2,CSK,Ajinkya Rahane,51,34,2,2,150.0,lbw b Chahal,0,20,39.22,1,0
IPL_2019_016,2,CSK,Daryl Mitchell,21,16,1,1,131.25,lbw b Chahal,0,10,47.62,0,0
IPL_2019_016,2,CSK,Shivam Dube,33,19,1,2,173.68,b Cummins,0,16,48.48,0,0
IPL_2019_017,1,PBKS,Shikhar Dhawan,54,33,4,3,163.64,lbw b Chahal,0,34,62.96,1,0
IPL_2019_017,1,PBKS,Jonny Bairstow,33,26,2,1,126.92,c & b Narine,0,14,42.42,0,0
IPL_2019_017,1,PBKS,Prabhsimran Singh,44,29,1,2,151.72,lbw b Chahal,0,16,36.36,0,0
IPL_2019_017,1,PBKS,Rilee Rossouw,45,26,5,1,173.08,c Dhoni b Bumrah,0,26,57.78,0,0
IPL_2019_017,1,PBKS,Sam Curran,9,6,0,0,150.0,lbw b Chahal,0,0,0.0,0,0
IPL_2019_017,2,RR,Yashasvi Jaiswal,40,22,2,2,181.82,c Dhoni b Bumrah,0,20,50.0,0,0
IPL_2019_017,2,RR,Jos Buttler,37,22,3,2,168.18,lbw b Chahal,0,24,64.86,0,0
IPL_2019_017,2,RR,Sanju Samson,56,38,5,2,147.37,c & b Narine,0,32,57.14,1,0
IPL_2019_017,2,RR,Riyan Parag,45,26,1,2,173.08,c & b Narine,0,16,35.56,0,0
IPL_2019_017,2,RR,Dhruv Jurel,20,12,0,1,166.67,not out,1,6,30.0,0,0
IPL_2019_018,1,CSK,Ruturaj Gaikwad,48,35,2,2,137.14,c Dhoni b Bumrah,0,20,41.67,0,0
IPL_2019_018,1,CSK,Rachin Ravindra,18,13,1,0,138.46,lbw b Chahal,0,4,22.22,0,0
IPL_2019_018,1,CSK,Ajinkya Rahane,18,15,1,0,120.0,lbw b Chahal,0,4,22.22,0,0
IPL_2019_018,1,CSK,Daryl Mitchell,18,12,1,0,150.0,run out,0,4,22.22,0,0
IPL_2019_018,1,CSK,Shivam Dube,14,10,1,0,140.0,run out,0,4,28.57,0,0
IPL_2019_018,1,CSK,Ravindra Jadeja,23,13,1,0,176.92,lbw b Chahal,0,4,17.39,0,0
IPL_2019_018,1,CSK,MS Dhoni,14,10,1,0,140.0,run out,0,4,28.57,0,0
IPL_2019_018,1,CSK,Mitchell Santner,16,12,0,0,133.33,not out,1,0,0.0,0,0
IPL_2019_018,2,MI,Rohit Sharma,29,18,2,1,161.11,c Dhoni b Bumrah,0,14,48.28,0,0
IPL_2019_018,2,MI,Ishan Kishan,19,12,1,1,158.33,run out,0,10,52.63,0,0
IPL_2019_018,2,MI,Suryakumar Yadav,34,30,1,1,113.33,c & b Narine,0,10,29.41,0,0
IPL_2019_018,2,MI,Tilak Varma,40,33,2,2,121.21,lbw b Chahal,0,20,50.0,0,0
IPL_2019_018,2,MI,Hardik Pandya,47,27,2,2,174.07,lbw b Chahal,0,20,42.55,0,0
IPL_2019_019,1,LSG,KL Rahul,40,31,1,1,129.03,b Cummins,0,10,25.0,0,0
IPL_2019_019,1,LSG,Quinton de Kock,20,11,1,1,181.82,lbw b Chahal,0,10,50.0,0,0
IPL_2019_019,1,LSG,Marcus Stoinis,58,36,2,3,161.11,lbw b Chahal,0,26,44.83,1,0
IPL_2019_019,1,LSG,Nicholas Pooran,51,31,4,2,164.52,lbw b Chahal,0,28,54.9,1,0
IPL_2019_019,1,LSG,Ayush Badoni,18,11,1,0,163.64,lbw b Chahal,0,4,22.22,0,0
IPL_2019_019,2,GT,Shubman Gill,28,16,2,1,175.0,c Dhoni b Bumrah,0,14,50.0,0,0
IPL_2019_019,2,GT,Wriddhiman Saha,31,21,1,1,147.62,c & b Narine,0,10,32.26,0,0
IPL_2019_019,2,GT,Sai Sudharsan,27,18,2,1,150.0,c & b Narine,0,14,51.85,0,0
IPL_2019_019,2,GT,David Miller,19,12,2,0,158.33,lbw b Chahal,0,8,42.11,0,0
IPL_2019_019,2,GT,Azmatullah Omarzai,45,26,2,1,173.08,lbw b Chahal,0,14,31.11,0,0
IPL_2019_019,2,GT,Rahul Tewatia,28,18,1,0,155.56,c & b Narine,0,4,14.29,0,0
IPL_2019_019,2,GT,Rashid Khan,11,9,0,0,122.22,not out,1,0,0.0,0,0
IPL_2019_020,1,PBKS,Shikhar Dhawan,32,18,2,1,177.78,b Cummins,0,14,43.75,0,0
IPL_2019_020,1,PBKS,Jonny Bairstow,10,8,0,0,125.0,c Dhoni b Bumrah,0,0,0.0,0,0
IPL_2019_020,1,PBKS,Prabhsimran Singh,32,19,4,0,168.42,c Dhoni b Bumrah,0,16,50.0,0,0
IPL_2019_020,1,PBKS,Rilee Rossouw,28,23,2,1,121.74,c Dhoni b Bumrah,0,14,50.0,0,0
IPL_2019_020,1,PBKS,Sam Curran,14,8,0,0,175.0,c Dhoni b Bumrah,0,0,0.0,0,0
IPL_2019_020,1,PBKS,Jitesh Sharma,33,23,1,2,143.48,run out,0,16,48.48,0,0
IPL_2019_020,1,PBKS,Shashank Singh,32,21,2,1,152.38,c Dhoni b Bumrah,0,14,43.75,0,0
IPL_2019_020,2,RCB,Faf du Plessis,38,32,3,1,118.75,lbw b Chahal,0,18,47.37,0,0
IPL_2019_020,2,RCB,Virat Kohli,34,25,1,1,136.0,b Cummins,0,10,29.41,0,0
IPL_2019_020,2,RCB,Will Jacks,34,25,3,1,136.0,run out,0,18,52.94,0,0
IPL_2019_020,2,RCB,Rajat Patidar,44,36,4,1,122.22,c & b Narine,0,22,50.0,0,0
IPL_2019_020,2,RCB,Glenn Maxwell,3,2,0,0,150.0,not out,1,0,0.0,0,0
IPL_2019_021,1,GT,Shubman Gill,47,30,3,3,156.67,lbw b Chahal,0,30,63.83,0,0
IPL_2019_021,1,GT,Wriddhiman Saha,57,35,4,3,162.86,b Cummins,0,34,59.65,1,0
IPL_2019_021,1,GT,Sai Sudharsan,56,38,4,3,147.37,c Dhoni b Bumrah,0,34,60.71,1,0
IPL_2019_021,1,GT,David Miller,20,17,1,1,117.65,run out,0,10,50.0,0,0
IPL_2019_021,2,RR,Yashasvi Jaiswal,60,34,5,3,176.47,lbw b Chahal,0,38,63.33,1,0
IPL_2019_021,2,RR,Jos Buttler,41,28,1,2,146.43,lbw b Chahal,0,16,39.02,0,0
IPL_2019_021,2,RR,Sanju Samson,41,27,1,2,151.85,run out,0,16,39.02,0,0
IPL_2019_021,2,RR,Riyan Parag,49,31,3,2,158.06,run out,0,24,48.98,0,0
IPL_2019_022,1,LSG,KL Rahul,49,27,1,2,181.48,b Cummins,0,16,32.65,0,0
IPL_2019_022,1,LSG,Quinton de Kock,25,21,2,0,119.05,b Cummins,0,8,32.0,0,0
IPL_2019_022,1,LSG,Marcus Stoinis,29,25,2,1,116.0,c Dhoni b Bumrah,0,14,48.28,0,0
IPL_2019_022,1,LSG,Nicholas Pooran,46,28,3,2,164.29,c & b Narine,0,24,52.17,0,0
IPL_2019_022,1,LSG,Ayush Badoni,34,19,2,1,178.95,b Cummins,0,14,41.18,0,0
IPL_2019_022,2,PBKS,Shikhar Dhawan,30,19,4,0,157.89,lbw b Chahal,0,16,53.33,0,0
IPL_2019_022,2,PBKS,Jonny Bairstow,14,12,1,0,116.67,run out,0,4,28.57,0,0
IPL_2019_022,2,PBKS,Prabhsimran Singh,24,14,3,0,171.43,b Cummins,0,12,50.0,0,0
IPL_2019_022,2,PBKS,Rilee Rossouw,17,14,1,0,121.43,lbw b Chahal,0,4,23.53,0,0
IPL_2019_022,2,PBKS,Sam Curran,43,36,4,1,119.44,lbw b Chahal,0,22,51.16,0,0
IPL_2019_022,2,PBKS,Jitesh Sharma,36,22,2,1,163.64,c Dhoni b Bumrah,0,14,38.89,0,0
IPL_2019_022,2,PBKS,Shashank Singh,3,3,0,0,100.0,not out,1,0,0.0,0,0
IPL_2019_023,1,CSK,Ruturaj Gaikwad,15,9,1,0,166.67,run out,0,4,26.67,0,0
IPL_2019_023,1,CSK,Rachin Ravindra,23,13,2,1,176.92,b Cummins,0,14,60.87,0,0
IPL_2019_023,1,CSK,Ajinkya Rahane,35,24,1,2,145.83,b Cummins,0,16,45.71,0,0
IPL_2019_023,1,CSK,Daryl Mitchell,35,30,2,1,116.67,c Dhoni b Bumrah,0,14,40.0,0,0
IPL_2019_023,1,CSK,Shivam Dube,46,30,3,2,153.33,c Dhoni b Bumrah,0,24,52.17,0,0
IPL_2019_023,1,CSK,Ravindra Jadeja,19,14,0,1,135.71,run out,0,6,31.58,0,0
IPL_2019_023,2,MI,Rohit Sharma,63,36,5,3,175.0,run out,0,38,60.32,1,0
IPL_2019_023,2,MI,Ishan Kishan,48,34,1,3,141.18,lbw b Chahal,0,22,45.83,0,0
IPL_2019_023,2,MI,Suryakumar Yadav,57,32,4,2,178.12,c & b Narine,0,28,49.12,1,0
